"167","5","51","RAS EL AIOUN","رأس العيون","1","0",\N,\N
"168","5","52","CHIR","شير","1","0",\N,\N
"169","5","53","OULED SI SLIMANE","أولاد سى سليمان","1","0",\N,\N
"170","5","54","ZANET BEIDA","زانة البيضاء","1","0",\N,\N
"171","5","55","M'DOUKAL","أمدوكل","1","0",\N,\N
"172","5","56","OULED AMAR","أولاد عمار","1","0",\N,\N
"173","5","57","EL HASSI","الحاسى","1","0",\N,\N
"174","5","58","LAZROU","لازرو","1","0",\N,\N
"175","5","59","BOUMIA","بومية","1","0",\N,\N
"176","5","60","BOULHILET","بوالحيلات","1","0",\N,\N
"177","5","61","LARBAA","لرباع","1","0",\N,\N
"178","6","01","BEJAIA","بجاية","2","0",\N,\N
"179","6","02","AMIZOUR","أميزور","2","0",\N,\N
"180","6","03","FERRAOUN","فرعون","2","0",\N,\N
"181","6","04","TAOURIRT IGHIL","تأوريرت اغيل","2","0",\N,\N
"182","6","05","CHELLATA","شلاطة","2","0",\N,\N
"183","6","06","TAMOKRA","تامقرة","2","0",\N,\N
"184","6","07","TIMEZRIT","تيمزريت","2","0",\N,\N
"185","6","08","SOUK EL TENINE","سوق الاثنين","2","0",\N,\N
"186","6","09","M'CISNA","مكيسنة","2","0",\N,\N
"187","6","10","TINEBDAR","تينبذار","2","0",\N,\N
"188","6","11","TICHY","تيشي","2","0",\N,\N
"189","6","12","SEMAOUN","سمعون","2","0",\N,\N
"190","6","13","KENDIRA","قنديرة","2","0",\N,\N
"191","6","14","TIFRA","تيفرة","2","0",\N,\N
"192","6","15","IGHREM","إغرم","2","0",\N,\N
"193","6","16","AMALOU","أمالو","2","0",\N,\N
"194","6","17","IGHIL ALI","إغيل على","2","0",\N,\N
"195","6","18","IFLAIN ILMATEN","إفلاين الماثن","2","0",\N,\N
"196","6","19","TOUDJA","توجة","2","0",\N,\N
"197","6","20","DARGUINA","درقينة","2","0",\N,\N
"198","6","21","SIDI AYAD","سيدي عياد","2","0",\N,\N
"199","6","22","AOKAS","أوقاس","2","0",\N,\N
"200","6","23","BENI DJELIL","بن جليل","2","0",\N,\N
"201","6","24","ADEKAR","أذكار","2","0",\N,\N
"202","6","25","AKBOU","أقبو","2","0",\N,\N
"203","6","26","SEDDOUK","صدوق","2","0",\N,\N
"204","6","27","TAZMALT","تازمالت","2","0",\N,\N
"205","6","28","AIT RIZINE","آيت رزين","2","0",\N,\N
"206","6","29","CHEMINI","شميني","2","0",\N,\N
"207","6","30","SOUK OUFELLA","السوق أوفلا","2","0",\N,\N
"208","6","31","TASKRIOUT","تاسقريوت","2","0",\N,\N
"209","6","32","TIBANE","طيبان","2","0",\N,\N
"210","6","33","TALA HAMZA","ثالة حمزة","2","0",\N,\N
"211","6","34","BARBACHA","برباشة","2","0",\N,\N
"212","6","35","BENI KSILA","نى قسيلة","2","0",\N,\N
"213","6","36","OUZELAGUEN","أوزلاقن","2","0",\N,\N
"214","6","37","BOUHAMZA","بوحمزة","2","0",\N,\N
"215","6","38","BENI MELIKECHE","بنى مليكش","2","0",\N,\N
"216","6","39","SIDI AICH","سيدي عيش","2","0",\N,\N
"217","6","40","EL KSEUR","القصر","2","0",\N,\N
"218","6","41","MELBOU","ملبو","2","0",\N,\N
"219","6","42","AKFADOU","أكفادو","2","0",\N,\N
"220","6","43","LEFLAYE","لفلاى","2","0",\N,\N
"221","6","44","KHERRATA","خراطة","2","0",\N,\N
"222","6","45","DRAA EL KAID","ذراع القايد","2","0",\N,\N
"223","6","46","TAMRIDJET","تامريجت","2","0",\N,\N
"224","6","47","AIT SMAIL","آيت اسماعيل","2","0",\N,\N
"225","6","48","BOUKHELIFA","بوخليفة","2","0",\N,\N
"226","6","49","TIZI NBERBER","تيزى نبربر","2","0",\N,\N
"227","6","50","BENI MAOUCHE","بنى معوش","2","0",\N,\N
"228","6","51","OUED GHIR","وادى غير","2","0",\N,\N
"229","6","52","BOUDJELLIL","بوجليل","2","0",\N,\N
"230","7","01","BISKRA","بسكرة","1","0",\N,\N
"231","7","02","OUMACHE","أوماس","1","0",\N,\N
"232","7","03","BRANIS","البرانس","1","0",\N,\N
"233","7","04","CHETMA","شتمة","1","0",\N,\N
"234","7","05","OULED DJELLAL","أولاد جلال","1","0",\N,\N
"235","7","06","RAS EL MIAD","راس الميعاد","1","0",\N,\N
"236","7","07","BESBES","بسبس","1","0",\N,\N
"237","7","08","SIDI KHALED","سيدي خالد","1","0",\N,\N
"238","7","09","DOUCEN","الدوسن","1","0",\N,\N
"239","7","10","ECH CHAIBA","الشعيبة","1","0",\N,\N
"240","7","11","SIDI OKBA","سيدي عقبة","1","0",\N,\N
"241","7","12","M'CHOUNECHE","مشونش","1","0",\N,\N
"242","7","13","EL HAOUCHE","الحوش","1","0",\N,\N
"243","7","14","AIN NAGA","عين الناقة","1","0",\N,\N
"244","7","15","ZERIBET EL OUED","زربية الوادى","1","0",\N,\N
"245","7","16","EL FEIDH","الفيض","1","0",\N,\N
"246","7","17","EL KANTARA","القنطرة","1","0",\N,\N
"247","7","18","AIN ZAATOUT","عين زعطوط","1","0",\N,\N
"248","7","19","EL OUTAYA","الوطاية","1","0",\N,\N
"249","7","20","DJEMORAH","جمورة","1","0",\N,\N
"250","7","21","TOLGA","طولقة","1","0",\N,\N
"251","7","22","LIOUA","لواء","1","0",\N,\N
"252","7","23","LICHANA","لشانة","1","0",\N,\N
"253","7","24","OURLAL","أورلال","1","0",\N,\N
"254","7","25","M'LILI","مليلى","1","0",\N,\N
"255","7","26","FOUGHALA","فوغالة","1","0",\N,\N
"256","7","27","BORDJ BENAZZOUZ","برج بن عزوز","1","0",\N,\N
"257","7","28","MEZIRAA","المزيرعة","1","0",\N,\N
"258","7","29","BOUCHAGROUN","بوشقرون","1","0",\N,\N
"259","7","30","MEKHADMA","مخادمة","1","0",\N,\N
"260","7","31","EL GHROUS","الغروس","1","0",\N,\N
"261","7","32","EL HADJAB","الحاجب","1","0",\N,\N
"262","7","33","KHENGHET SIDI NAJI","خنقة سيدي ناجى","1","0",\N,\N
"263","8","01","BECHAR","بشار","0.5","0",\N,\N
"264","8","02","ERG FERRADJ","عرق فراج","0.5","0",\N,\N
"265","8","03","OULED KHOUDIR","أولاد خدير","0.5","0",\N,\N
"266","8","04","MERIDJA","مريجة","0.5","0",\N,\N
"267","8","05","TIMOUDI","تيمودى","0.5","0",\N,\N
"268","8","06","LAHMAR","الاحمر","0.5","0",\N,\N
"269","8","07","BENI ABBES","بنى عباس","0.5","0",\N,\N
"270","8","08","BENI IKHLEF","بنى يخلف","0.5","0",\N,\N
"271","8","09","MECHRAA H. BOUMEDIENE","مشرع ھوارى بومدين","0.5","0",\N,\N
"272","8","10","KENADSA","قنادسة","0.5","0",\N,\N
"273","8","11","IGLI","ايقلى","0.5","0",\N,\N
"274","8","12","TABALBALA","تبلبلة","0.5","0",\N,\N
"275","8","13","TAGHIT","تاغيت","0.5","0",\N,\N
"276","8","14","EL OUATA","الوطاء","0.5","0",\N,\N
"277","8","15","BOUKAIS","بوقا يس","0.5","0",\N,\N
"278","8","16","MOGHUEUL","موغل","0.5","0",\N,\N
"279","8","17","ABADLA","العبادلة","0.5","0",\N,\N
"280","8","18","KERZAZ","كرزاز","0.5","0",\N,\N
"281","8","19","KSABI","قصابى","0.5","0",\N,\N
"282","8","20","TAMERT","تامترت","0.5","0",\N,\N
"283","8","21","BENI OUNIF","بنى و نيف","0.5","0",\N,\N
"284","9","01","BLIDA","البليدة","4","0",\N,\N
"285","9","02","CHEBLI","الشبلي","4","0",\N,\N
"286","9","03","BOUINAN","بوعينان","4","0",\N,\N
"287","9","04","OUED ALLEUG","وادى العلايق","4","0",\N,\N
"288","9","07","OULED YAICH","اولاد يعيش","4","0",\N,\N
"289","9","08","CHREA","الشريعة","4","0",\N,\N
"290","9","10","EL AFFROUN","العفرون","4","0",\N,\N
"291","9","11","CHIFFA","الشفة","4","0",\N,\N
"292","9","12","HAMMAM MELOUANE","حمام ملوان","3","0",\N,\N
"293","9","13","BENKHELIL","بني خليل","4","0",\N,\N
"294","9","14","SOUMAA","صومعة","4","0",\N,\N
"295","9","16","MOUZAIA","موزاية","4","0",\N,\N
"296","9","17","SOUHANE","صوحان","3","0",\N,\N
"297","9","18","MEFTAH","مفتاح","3","0",\N,\N
"298","9","19","OULED SLAMA","أولاد سلامة","4","0",\N,\N
"299","9","20","BOUFARIK","بوفاريك","4","0",\N,\N
"300","9","21","LARBAA","الاربعاء","3","0",\N,\N
"301","9","22","OUED DJER","وادى جر","4","0",\N,\N
"302","9","23","BENI TAMOU","بني تامو","4","0",\N,\N
"303","9","24","BOUARFA","بوعرفة","4","0",\N,\N
"304","9","25","BENI MERED","بني مراد","4","0",\N,\N
"305","9","26","BOUGARA","بوقارة","3","0",\N,\N
"306","9","27","GUEROUAOU","قرواو","4","0",\N,\N
"307","9","28","AIN ROMANA","عين الرمانة","3","0",\N,\N
"308","9","29","DJEBABRA","جبابرة","3","0",\N,\N
"309","10","01","BOUIRA","البويرة","2","0",\N,\N
"310","10","02","EL ASNAM","الأصنام","2","0",\N,\N
"311","10","03","GUERROUMA","قرومة","2","0",\N,\N
"312","10","04","SOUK EL KHEMIS","سوق الخميس","2","0",\N,\N
"313","10","05","KADIRIA","القادرية","2","0",\N,\N
"314","10","06","HANIF","الحانيف","2","0",\N,\N
"315","10","07","DIRAH","ديرة","2","0",\N,\N
"316","10","08","AIT LAAZIZ","آيت لعزيز","2","0",\N,\N
"317","10","09","TAGHZOUT","تاغزوت","2","0",\N,\N
"318","10","10","RAOURAOUA","راوراوة","2","0",\N,\N
"319","10","11","MEZDOUR","مزدور","2","0",\N,\N
"320","10","12","HAIZER","الحيزر","2","0",\N,\N
"321","10","13","LAKHDARIA","الأخضرية","2","0",\N,\N
"322","10","14","MAALA","المعلمة","2","0",\N,\N
"323","10","15","EL HACHIMIA","الھاشمية","2","0",\N,\N
"324","10","16","AOMAR","أوعمر","2","0",\N,\N
"325","10","17","CHORFA","الشرفاء","2","0",\N,\N
"326","10","18","BORDJ OUKHRISS","برج أوخريص","2","0",\N,\N
"327","10","19","EL ADJIBA","العجيبة","2","0",\N,\N
"328","10","20","EL HAKIMIA","الحاكمية","2","0",\N,\N
"329","10","21","EL KHABOUZIA","الخبوزية","2","0",\N,\N
"330","10","22","AHL EL KSAR","أھل القصر","2","0",\N,\N
"331","10","23","BOUDERBALA","بودربالة","2","0",\N,\N
"332","10","24","Z'BARBAR","زبربر","2","0",\N,\N
"333","10","25","AIN EL HADJAR","عين الحجار","2","0",\N,\N
"334","10","26","DJEBAHIA","جباحية","2","0",\N,\N
"335","10","27","AGHBALOU","أغبالو","2","0",\N,\N
"336","10","28","TAGUEDIT","تاقديت","2","0",\N,\N
"337","10","29","AIN TURK","عين الترك","2","0",\N,\N
"338","10","30","SAHARIDJ","الصھاريج","2","0",\N,\N
"339","10","31","DECHMIA","الدشمية","2","0",\N,\N
"340","10","32","RIDANE","ريدان","2","0",\N,\N
"341","10","33","BECHLOUL","بشلول","2","0",\N,\N
"342","10","34","BOUKRAM","بوكروم","2","0",\N,\N
"343","10","35","AIN BESSAM","عين بسام","2","0",\N,\N
"344","10","36","BIR GHBALOU","بئر غبالو","2","0",\N,\N
"345","10","37","M'CHEDELLAH","مشدا ﷲ","2","0",\N,\N
"346","10","38","SOUR GHOZLANE","صور الغزلان","2","0",\N,\N
"347","10","39","MAAMORA","المعمورة","2","0",\N,\N
"348","10","40","OULED RACHED","أولاد راشد","2","0",\N,\N
"349","10","41","AIN LALOUI","عين العلوى","2","0",\N,\N
"350","10","42","HADJERA ZERGA","الحجرة الزرقاء","2","0",\N,\N
"351","10","43","TAOURIRT","آث منصور","2","0",\N,\N
"352","10","44","EL MOKRANI","المقراني","2","0",\N,\N
"353","10","45","OUED EL BERDI","وادى البردي","2","0",\N,\N
"354","11","01","TAMNGHASSET","تامنغست","0.5","0",\N,\N
"355","11","02","ABALESSA","أباليسا","0.5","0",\N,\N
"356","11","03","IN GHAR","ان غار","0.5","0",\N,\N
"357","11","04","IN GUEZZAM","أن قزام","0.5","0",\N,\N
"358","11","05","IDLES","أدلس","0.5","0",\N,\N
"359","11","06","TAZROUK","تازروق","0.5","0",\N,\N
"360","11","07","TIN ZOUATINE","تين زاوتين","0.5","0",\N,\N
"361","11","08","IN SALAH","ان صالح","0.5","0",\N,\N
"362","11","09","IN AMGUEL","ام أمقل","0.5","0",\N,\N
"363","11","10","FOGGARET EZZAOUIA","فقارت الزاوية","0.5","0",\N,\N
"364","12","01","TEBESSA","تبسة","0.5","0",\N,\N
"365","12","02","BIR EL ATER","بئر العاتر","0.5","0",\N,\N
"366","12","03","CHERIA","الشريعة","0.5","0",\N,\N
"367","12","04","STAH GUENTIS","سطح قنطيس","0.5","0",\N,\N
"368","12","05","EL AOUINET","العوينات","0.5","0",\N,\N
"369","12","06","LHAOUIDJBET","الحويجبات","0.5","0",\N,\N
"370","12","07","SAFSAF OUESRA","صفصاف الوسرة","0.5","0",\N,\N
"371","12","08","HAMMAMET","الحمامات","0.5","0",\N,\N
"372","12","09","NEGRINE","نقرين","0.5","0",\N,\N
"373","12","10","BIR MOKADEM","بئر المقدم","0.5","0",\N,\N
"374","12","11","EL KOUIF","الكويف","0.5","0",\N,\N
"375","12","12","MORSOTT","مرسط","0.5","0",\N,\N
"376","12","13","EL OGLA","العقلة","0.5","0",\N,\N
"377","12","14","BIR DHEHEB","بئر الذھب","0.5","0",\N,\N
"378","12","15","EL OGLA MALHA","العقلة المالحة","0.5","0",\N,\N
"379","12","16","GUORRIGUER","قوريقر","0.5","0",\N,\N
"380","12","17","BEKKARIA","بكارية","0.5","0",\N,\N
"381","12","18","BOUKHADRA","بوخضرة","0.5","0",\N,\N
"382","12","19","OUENZA","الونزة","0.5","0",\N,\N
"383","12","20","EL MA EL BIOD","الماء الابيض","0.5","0",\N,\N
"384","12","21","OUM ALI","أم على","0.5","0",\N,\N
"385","12","22","TLIDJEN","ثليجان","0.5","0",\N,\N
"386","12","23","AIN ZERGA","عين الزرقاء","0.5","0",\N,\N
"387","12","24","EL MERIDJ","المريج","0.5","0",\N,\N
"388","12","25","BOULHAF DIR","بولحاف الدير","0.5","0",\N,\N
"389","12","26","BEDJENE","بجن","0.5","0",\N,\N
"390","12","27","EL MEZERAA","المزرعة","0.5","0",\N,\N
"391","12","28","FERKANE","فركان","0.5","0",\N,\N
"392","13","01","TLEMCEN","تلمسان","1","0",\N,\N
"393","13","02","BENI MESTER","بنى مستر","1","0",\N,\N
"394","13","03","AIN TELLOUT","عين تالوت","1","0",\N,\N
"395","13","04","REMCHI","الرمشى","1","0",\N,\N
"396","13","05","EL FEHOUL","الفحول","1","0",\N,\N
"397","13","06","SABRA","صبرة","1","0",\N,\N
"398","13","07","GHAZAOUET","الغزوات","1","0",\N,\N
"399","13","08","SOUANI","السوانى","1","0",\N,\N
"400","13","09","DJEBALA","جبالة","1","0",\N,\N
"401","13","10","EL GOR","القور","1","0",\N,\N
"402","13","11","OUED CHOULI","وادى الشولى","1","0",\N,\N
"403","13","12","AIN FEZZA","عين فزة","1","0",\N,\N
"404","13","13","OULED MIMOUN","أولاد ميمون","1","0",\N,\N
"405","13","14","AMIEUR","عمير","1","0",\N,\N
"406","13","15","AIN YOUCEF","عين يوسف","1","0",\N,\N
"407","13","16","ZENATA","زناتة","1","0",\N,\N
"408","13","17","BENI SNOUS","بنى سنوس","1","0",\N,\N
"409","13","18","BAB EL ASSA","باب العسة","1","0",\N,\N
"410","13","19","DAR YAGHMORICENE","دار يغمراسن","1","0",\N,\N
"411","13","20","FELLAOUCENE","فلاوسن","1","0",\N,\N
"412","13","21","AZAILS","لغزايل","1","0",\N,\N
"413","13","22","SEBAA CHIOUKH","السبعة شيوخ","1","0",\N,\N
"414","13","23","TERNI BENI HEDIEL","تيرنى بنى ھديل","1","0",\N,\N
"415","13","24","BENSEKRANE","ابن سكران","1","0",\N,\N
"416","13","25","AIN NEHALA","عين النحالة","1","0",\N,\N
"417","13","26","HENNAYA","الحناية","1","0",\N,\N
"418","13","27","MAGHNIA","مغنية","1","0",\N,\N
"419","13","28","HAMMAM BOUGHRARA","حمام بوغرارة","1","0",\N,\N
"420","13","29","SOUAHLIA","السواحلية","1","0",\N,\N
"421","13","30","MSIRDA FOUAGA","مسيردة الفواقة","1","0",\N,\N
"422","13","31","AIN FETAH","عين فتاح","1","0",\N,\N
"423","13","32","EL ARICHA","العريشة","1","0",\N,\N
"424","13","33","SOUK THLATA","سوق الثلاثاء","1","0",\N,\N
"425","13","34","SIDI ABDELLI","سيدي عبد اللى","1","0",\N,\N
"426","13","35","SEBDOU","سبدو","1","0",\N,\N
"427","13","36","BENI OUARSOUS","بني ورسوس","1","0",\N,\N
"428","13","37","SIDI MEDJAHED","سيدي مجاھد","1","0",\N,\N
"429","13","38","BENI BOUSSAID","بنى بوسعيد","1","0",\N,\N
"430","13","39","MARSA BEN MHIDI","مرسى بن مھيدي","1","0",\N,\N
